"id","available_since","inserted_at","expiry_month","expiry_year","masked_number","creditcard_identifier","schema_version"
"36","2025-01-11 17:23:56.871326","2025-01-11 17:23:56.871326","12","1969","3597223419696860","6dba8132-16cf-4197-87cc-ba91633a8888","1"
"37","2025-01-20 02:34:05.151834","2025-01-20 02:34:05.151834","12","1969","213105657494126","3f53b066-aeef-44bc-9a32-a354f224d288","1"
"38","2025-01-10 09:32:19.273410","2025-01-10 09:32:19.273410","12","1969","30305546729143","2785cbc5-f7b9-4d0f-ac34-96c3b4325e44","1"
"39","2025-01-19 21:00:32.584638","2025-01-19 21:00:32.584638","12","1969","4707208648663","3e38fc19-da1f-4e64-b031-c87aac163b15","1"
"40","2025-01-05 09:46:45.642510","2025-01-05 09:46:45.642510","12","1969","180095241949652","83f4d627-2030-4e6c-b173-d23c839bb5d9","1"
"41","2025-01-22 00:48:58.242687","2025-01-22 00:48:58.242687","12","1969","5591012385967574","84db8350-43f4-4fed-9c9f-c971b03a7de3","1"
"42","2025-01-13 10:45:54.866048","2025-01-13 10:45:54.866048","12","1969","4421416564650","99a95472-c9f3-4a36-98de-eb5b9fdc7027","1"
"43","2025-01-12 00:50:22.792660","2025-01-12 00:50:22.792660","12","1969","2228857840044528","770d9153-53a2-44c0-acf9-4d75a817d010","1"
"44","2025-01-16 16:21:49.088176","2025-01-16 16:21:49.088176","12","1969","3587132038678575","210bee90-a463-46f9-b8f9-b1e04ad20708","1"
"45","2025-01-21 21:08:21.508571","2025-01-21 21:08:21.508571","12","1969","676298097301","c272bc18-486a-4d85-bb81-fc590b188fda","1"
"46","2025-01-04 01:18:50.661646","2025-01-04 01:18:50.661646","12","1969","180018741523751","df896e01-91b8-408a-b85a-16f51a74b32e","1"
"47","2025-01-10 22:38:58.381371","2025-01-10 22:38:58.381371","12","1969","213130370033399","60aa9242-ac22-4bba-9cb4-e56b248110d0","1"
"48","2025-01-15 21:58:51.815658","2025-01-15 21:58:51.815658","12","1969","6011217224078976","d24fed22-905b-4fbb-b2b2-e492aa1f341b","1"
"49","2025-01-04 07:55:12.860669","2025-01-04 07:55:12.860669","12","1969","4503169230750157","a0af4b51-0e60-4b75-95ee-5b715db784a9","1"
"50","2025-01-21 17:54:32.998500","2025-01-21 17:54:32.998500","12","1969","4524101059371","575c498a-bbe9-422e-9a7b-970eb442cecd","1"
"51","2025-01-13 23:45:20.140912","2025-01-13 23:45:20.140912","12","1969","30061454688132","d3222ea1-0f68-4fc0-ba2a-fb062cf613e2","1"
"52","2025-01-12 10:18:27.403802","2025-01-12 10:18:27.403802","12","1969","2283485725340167","b0b61fc6-2568-445b-8bb5-2a2305b7c024","1"
"53","2025-01-05 02:55:35.931325","2025-01-05 02:55:35.931325","12","1969","2298775414281299","17985e7f-5316-46a4-a6f5-45e515890491","1"
"54","2025-01-12 01:37:35.090587","2025-01-12 01:37:35.090587","12","1969","213171424106278","e7c95c25-fc8f-492b-910b-3ac4c38ca1e9","1"
"55","2025-01-13 21:40:21.486882","2025-01-13 21:40:21.486882","12","1969","180097111218861","ab711214-a188-4649-b1c3-11b38d4c57e7","1"
"56","2025-01-22 14:42:16.268481","2025-01-22 14:42:16.268481","12","1969","4428393022814144","604baa28-11a3-4875-b8de-e4ed9f9dfb3a","1"
"57","2025-01-01 22:46:53.227091","2025-01-01 22:46:53.227091","12","1969","4876564905699821","1b878b14-50a9-425c-b25d-f14ec23986fb","1"
"58","2025-01-07 16:48:29.053815","2025-01-07 16:48:29.053815","12","1969","3564393270004766","40194406-8cdf-4fb0-985e-494026cd8261","1"
"59","2025-01-20 11:40:25.460382","2025-01-20 11:40:25.460382","12","1969","3537067231565420","114e4ce0-b95f-443c-9f86-b75f50760097","1"
"60","2025-01-13 01:55:26.523627","2025-01-13 01:55:26.523627","12","1969","5252587186411393","613fc388-0f62-4003-bfd2-d444fff03bf2","1"
"61","2025-01-05 15:14:50.656570","2025-01-05 15:14:50.656570","12","1969","4000274752198768310","25e12967-1c5b-4f8b-b815-d0c657e8021c","1"
"62","2025-01-22 15:40:13.738165","2025-01-22 15:40:13.738165","12","1969","344183343989876","8e64e284-fabd-4152-9f77-e3128b55bf50","1"
"63","2025-01-21 15:56:36.335934","2025-01-21 15:56:36.335934","12","1969","4695494445272687339","59144706-498d-45de-ab9e-6d0ae7f83155","1"
"64","2025-01-12 05:02:11.279675","2025-01-12 05:02:11.279675","12","1969","2241589946787949","13814956-33c2-4d9c-9bde-6646503ebbd8","1"
"65","2025-01-22 05:33:44.185872","2025-01-22 05:33:44.185872","12","1969","30501201053486","a10a51eb-bba9-4724-a167-f510f2ba0a0d","1"
"66","2025-01-10 20:09:11.172862","2025-01-10 20:09:11.172862","12","1969","4488101082253492","5512b694-9881-4662-88fb-5c2d319025f5","1"
"67","2025-01-13 18:26:56.133139","2025-01-13 18:26:56.133139","12","1969","5225936746928996","9835b0c3-8ee3-47b4-8dbb-dd85ad091026","1"
"68","2025-01-17 08:30:45.378835","2025-01-17 08:30:45.378835","12","1969","347036264861325","27038a40-b83c-450c-a895-77dc07a773fa","1"
"69","2025-01-10 19:31:22.364684","2025-01-10 19:31:22.364684","12","1969","4697602818832","0cbf39b4-bc9f-4739-b666-54f145061e56","1"
"70","2025-01-12 06:11:11.405253","2025-01-12 06:11:11.405253","12","1969","3538499516206090","0b828b38-5244-4db3-9a52-913eb9f46fa0","1"
"71","2025-01-15 09:35:52.768033","2025-01-15 09:35:52.768033","12","1969","4267874050568489917","7b7f00e2-8245-4cb5-a807-3532f7a2edb1","1"
"72","2025-01-07 19:35:11.531302","2025-01-07 19:35:11.531302","12","1969","675955537252","8e5a5d2b-3e81-459f-be29-faec57f9c5a3","1"
"73","2025-01-10 21:04:51.053938","2025-01-10 21:04:51.053938","12","1969","180045563836805","1049d623-b83c-4343-9204-95a76484819e","1"
"74","2025-01-12 01:31:52.781856","2025-01-12 01:31:52.781856","12","1969","576337808678","eaa50fcb-cd36-47dd-b8f3-86d0e06d9fb1","1"
"75","2025-01-16 21:22:20.002344","2025-01-16 21:22:20.002344","12","1969","4357676063012973","b7437661-8e03-4ca5-8b39-e2245a43308d","1"
"76","2025-01-09 01:08:39.803780","2025-01-09 01:08:39.803780","12","1969","4916938572545","a811c44e-40a1-4b1f-828b-83db82905f0b","1"
"77","2025-01-04 04:00:49.510629","2025-01-04 04:00:49.510629","12","1969","4881143754353989","81960672-83f3-4ba7-a2fb-3ce0b01f35e6","1"
"78","2025-01-18 22:02:25.794380","2025-01-18 22:02:25.794380","12","1969","213106979225453","5b4a85d2-0c7e-4557-9ea5-0a7f355fb2d9","1"
"79","2025-01-09 03:06:28.549731","2025-01-09 03:06:28.549731","12","1969","4491588298114036","16bbd93c-6dc0-4c90-ad25-7b973f0c9d46","1"
"80","2025-01-14 21:55:18.539103","2025-01-14 21:55:18.539103","12","1969","180040922545379","928c2606-b342-4dfa-bdc8-20a6ee62a025","1"
"81","2025-01-04 01:44:31.603543","2025-01-04 01:44:31.603543","12","1969","3524104020791860","c09b40a1-52c2-497d-a6e9-b9218b587b38","1"
"82","2025-01-03 09:01:52.354533","2025-01-03 09:01:52.354533","12","1969","347536085138282","04213715-cfac-4c6e-860d-09d55ba8db9a","1"
"83","2025-01-20 10:46:41.772871","2025-01-20 10:46:41.772871","12","1969","4405996120607769","6c843d1e-c185-42a1-a379-b8c0f5005cb3","1"
"84","2025-01-20 09:22:44.308369","2025-01-20 09:22:44.308369","12","1969","3519737083493275","5c4018c3-9ba2-4a96-828c-e63336a66dec","1"
"85","2025-01-09 04:37:03.564153","2025-01-09 04:37:03.564153","12","1969","4286361076500216126","1f44303e-67ce-4a94-9112-bcfad51300ed","1"
"86","2025-01-09 11:14:39.499448","2025-01-09 11:14:39.499448","12","1969","4338125791639586","4165678f-0ffc-4290-a246-37e36dbdff34","1"
"87","2025-01-04 23:06:58.600737","2025-01-04 23:06:58.600737","12","1969","3539589443450677","45a5bca3-b88b-4a00-90f7-c77d297a8e4b","1"
"88","2025-01-09 08:02:00.432421","2025-01-09 08:02:00.432421","12","1969","3558639470175923","408ed33a-96b5-4e24-9f85-2fc2e3856e20","1"
"89","2025-01-10 19:31:52.106488","2025-01-10 19:31:52.106488","12","1969","2298338657734738","6eceb89d-dea3-4409-bd14-4c0005b67fbd","1"
"90","2025-01-07 13:31:43.931978","2025-01-07 13:31:43.931978","12","1969","4131587353950914583","7664a4d5-67e1-464a-94be-a81c161b6a0c","1"
"91","2025-01-07 09:26:34.473953","2025-01-07 09:26:34.473953","12","1969","6572105061607109","15143c1d-139d-4298-b586-91fb65cad3fe","1"
"92","2025-01-16 04:51:47.149316","2025-01-16 04:51:47.149316","12","1969","3515777320701282","4209ab45-11a4-47ef-99c8-6c050ae1c6d8","1"
"93","2025-01-13 15:37:46.713248","2025-01-13 15:37:46.713248","12","1969","4236694554638554561","a6500c4a-7f55-4463-ad00-46bb15c0195b","1"
"94","2025-01-05 20:20:43.027098","2025-01-05 20:20:43.027098","12","1969","213136333216757","ef4b13d3-10f0-4c69-958e-6899d9fd90eb","1"
"95","2025-01-19 05:11:34.997954","2025-01-19 05:11:34.997954","12","1969","3539880629688085","bffa15d8-3496-4a5e-9264-7a8dd2e85cfd","1"
"96","2025-01-21 00:24:34.806260","2025-01-21 00:24:34.806260","12","1969","4642130754570","c185b376-41b5-4ae1-9b2d-14249886f3e5","1"
"97","2025-01-17 06:07:31.890442","2025-01-17 06:07:31.890442","12","1969","2241858441054984","ef849dc2-ac99-4402-b155-7fc1b2d62ffb","1"
"98","2025-01-08 00:55:04.354522","2025-01-08 00:55:04.354522","12","1969","3526817652548724","7653303c-2f4e-474f-aa17-02d151273201","1"
"99","2025-01-23 05:51:28.563142","2025-01-23 05:51:28.563142","12","1969","569559794924","c43d6a35-4adc-4479-9ef2-b6f1ad1ed0c4","1"
"100","2025-01-23 01:34:26.602137","2025-01-23 01:34:26.602137","12","1969","6011755744382014","b3cbb26b-2f11-4c67-afdf-34503ed6380e","1"
"101","2025-01-07 08:04:40.947162","2025-01-07 08:04:40.947162","12","1969","4684894806144953","ba18d1f0-cf56-44a4-9bb9-6a1d6575ee0c","1"
"102","2025-01-08 01:59:47.530622","2025-01-08 01:59:47.530622","12","1969","4643801228650988","ce0aa370-4eaa-41c9-8630-141db1245239","1"
"103","2025-01-06 12:20:05.861703","2025-01-06 12:20:05.861703","12","1969","213198856110502","eed3daaa-fa32-45a7-9378-75d4745cd769","1"
"104","2025-01-06 23:49:42.417956","2025-01-06 23:49:42.417956","12","1969","2700684821727880","5e3473e6-ec63-4346-9e7b-cb379a0f93e7","1"
"105","2025-01-14 19:11:28.804405","2025-01-14 19:11:28.804405","12","1969","4234817865534932322","4f91aea3-c804-4697-a5b3-55d75a51a2d8","1"
"106","2025-01-11 00:07:00.884539","2025-01-11 00:07:00.884539","12","1969","30385382288602","df11e093-b77b-4180-b373-a97f00a067b0","1"
"107","2025-01-16 07:25:00.632251","2025-01-16 07:25:00.632251","12","1969","676220429358","2e1d0723-5a9a-4fda-8025-4501f9429c22","1"
"108","2025-01-15 05:21:57.209177","2025-01-15 05:21:57.209177","12","1969","564580001951","be81b198-b717-4bdb-b2ab-5e12714ed9f6","1"
"109","2025-01-05 06:16:40.059610","2025-01-05 06:16:40.059610","12","1969","4218833070216","ed5b2fe1-a05e-4187-a458-d72e61f62f09","1"
"110","2025-01-20 09:35:01.691545","2025-01-20 09:35:01.691545","12","1969","4385032605302322","9df5aaff-f412-4b48-b5ce-9219dccde2a2","1"
"111","2025-01-22 01:10:19.201392","2025-01-22 01:10:19.201392","12","1969","3570306649147456","3217d193-dbec-4db4-93ae-133be6022dc3","1"
"112","2025-01-01 17:37:57.463374","2025-01-01 17:37:57.463374","12","1969","4942443822795","99d1a43c-e01d-4daa-bc0d-e12d38730a33","1"
"113","2025-01-11 18:56:32.237738","2025-01-11 18:56:32.237738","12","1969","2285197731321291","ddb87676-3014-421e-a169-0c63d9cb747c","1"
"114","2025-01-05 20:08:56.957169","2025-01-05 20:08:56.957169","12","1969","4465770465823472","9e7448d3-df53-4969-9569-26ce8eddd063","1"
"115","2025-01-19 03:56:26.531901","2025-01-19 03:56:26.531901","12","1969","4179745967844140","42157ec3-7355-4eef-b4c1-730564dd046c","1"
"116","2025-01-22 19:03:24.769171","2025-01-22 19:03:24.769171","12","1969","30472287522069","100ddbeb-4040-4d12-88ff-9cacad6560f2","1"
"117","2025-01-02 09:54:34.974871","2025-01-02 09:54:34.974871","12","1969","4151288984310","419211f0-0e5f-4c36-acd8-0dbc557f84a3","1"
"118","2025-01-20 15:45:25.959303","2025-01-20 15:45:25.959303","12","1969","375321152612211","d15e8bbc-58b9-4d49-bf9c-20adc2817460","1"
"119","2025-01-05 01:20:23.305639","2025-01-05 01:20:23.305639","12","1969","3589511127754710","15bd06a8-4d41-45d4-909c-1581d89cd07b","1"
"120","2025-01-20 21:00:39.739661","2025-01-20 21:00:39.739661","12","1969","3522286707398721","75ac867b-da96-4498-bfab-387ffcc78fb3","1"
"121","2025-01-06 13:22:30.887394","2025-01-06 13:22:30.887394","12","1969","4016897567691","1b52a904-5cd1-4d2f-a4df-8bc3b3457fe5","1"
"122","2025-01-03 22:59:43.454714","2025-01-03 22:59:43.454714","12","1969","4635344366582630","dfbf163c-c84b-4735-9011-8e1211e4d7f0","1"
"123","2025-01-22 00:40:11.969067","2025-01-22 00:40:11.969067","12","1969","30503473631833","1fd80318-c49d-4c50-8271-70939e98c721","1"
"124","2025-01-16 09:03:55.270864","2025-01-16 09:03:55.270864","12","1969","2577909493392139","c7400478-b6c4-44ed-a3a6-f25f173e7348","1"
"125","2025-01-21 13:09:36.011428","2025-01-21 13:09:36.011428","12","1969","2591008835609243","057b1d75-4e3d-4ebf-890d-90d9a6760662","1"
"126","2025-01-12 00:45:01.372207","2025-01-12 00:45:01.372207","12","1969","4712456576277","30fa4740-d05a-46bb-bd5f-1bbd317bc669","1"
"127","2025-01-08 04:13:15.009947","2025-01-08 04:13:15.009947","12","1969","4350093786412281","66260d6a-f167-453d-8ae6-949cd8f1c414","1"
"128","2025-01-03 22:12:04.205675","2025-01-03 22:12:04.205675","12","1969","4075180726818760","92020d0a-2cdf-4165-ad3e-a85d950402d1","1"
"129","2025-01-15 05:53:10.600685","2025-01-15 05:53:10.600685","12","1969","4486006075755522","536c81d7-666f-4593-b267-a1e4048e471e","1"
"130","2025-01-03 14:25:32.065572","2025-01-03 14:25:32.065572","12","1969","347619162085384","7936e699-0091-4eb0-8c75-1d5de9f5ed34","1"
"131","2025-01-05 16:37:00.475255","2025-01-05 16:37:00.475255","12","1969","213123932790846","284b9fdf-ecf3-4ec8-a17a-1166e8330e00","1"
"132","2025-01-01 05:06:19.363776","2025-01-01 05:06:19.363776","12","1969","3536448299665263","e7ca6978-8ae8-454a-8a33-a6cc318ad995","1"
"133","2025-01-11 09:27:18.884725","2025-01-11 09:27:18.884725","12","1969","3557041953073116","5df63f7c-063f-409f-98fc-74bc891e7595","1"
"134","2025-01-23 01:38:17.874429","2025-01-23 01:38:17.874429","12","1969","30089282047429","bbecb314-ad36-4ca8-9368-5eb5257320fe","1"
"135","2025-01-17 21:36:28.218388","2025-01-17 21:36:28.218388","12","1969","4209439903367960","ed588ec1-c0b6-4e1b-a145-015eb0841b02","1"
"136","2025-01-09 00:03:25.335740","2025-01-09 00:03:25.335740","12","1969","180099903531105","cedfad95-ede8-4e12-83d9-af6c8e477280","1"
"137","2025-01-16 12:03:53.330109","2025-01-16 12:03:53.330109","12","1969","30182145190500","66fbc125-5db4-4e49-afd4-afda6f3d71dd","1"
"138","2025-01-02 18:44:25.165498","2025-01-02 18:44:25.165498","12","1969","503808824893","cdf30a37-e877-4d0f-b5a0-92565c9f7bf6","1"
"139","2025-01-19 00:50:31.579221","2025-01-19 00:50:31.579221","12","1969","4863506705869428417","66ea8f68-95ca-4c88-877e-ea080ee939ee","1"
"140","2025-01-12 14:27:07.347301","2025-01-12 14:27:07.347301","12","1969","30094428620881","4d0a60ae-5353-4f0a-83bd-11d803f5acaa","1"
"141","2025-01-09 13:29:00.846268","2025-01-09 13:29:00.846268","12","1969","3598119491745782","1a79ca1b-49e1-4757-9750-789ed183197a","1"
"142","2025-01-17 16:17:16.692828","2025-01-17 16:17:16.692828","12","1969","2241474325303305","6f58b4bb-a0b9-4e74-851b-e4422b766a37","1"
"143","2025-01-05 21:29:03.767848","2025-01-05 21:29:03.767848","12","1969","36810710116567","3d2c3135-0cf1-49d6-9daf-53591c04f96c","1"
"144","2025-01-16 09:34:45.621212","2025-01-16 09:34:45.621212","12","1969","630459137943","94b8f83e-6679-4618-8cb5-732abca51b56","1"
"145","2025-01-12 09:14:39.934680","2025-01-12 09:14:39.934680","12","1969","4268956221209218","124bb690-0a9a-429b-9d39-434b0385dca2","1"
"146","2025-01-19 23:43:06.440897","2025-01-19 23:43:06.440897","12","1969","3590966790844809","c57e0a0c-5b39-4141-b452-96394e54b730","1"
"147","2025-01-16 05:40:24.129085","2025-01-16 05:40:24.129085","12","1969","345072175199150","74977136-b275-4bfd-bd2e-880fc064bec0","1"
"148","2025-01-09 01:26:32.542281","2025-01-09 01:26:32.542281","12","1969","30063264498637","237cb816-4807-419a-a80a-3f2478f4067c","1"
"149","2025-01-04 00:03:17.541007","2025-01-04 00:03:17.541007","12","1969","3554834728658663","96cd1a2b-6723-4c7a-99b8-4c23e2ebbc48","1"
"150","2025-01-14 18:32:27.448173","2025-01-14 18:32:27.448173","12","1969","347502104240921","88d2093e-538c-4f5a-84d5-0c9a7132197f","1"
"151","2025-01-18 15:24:00.584540","2025-01-18 15:24:00.584540","12","1969","6586785830729476","a28dd1f9-d767-4375-b743-3200d364fadb","1"
"152","2025-01-01 08:50:07.999699","2025-01-01 08:50:07.999699","12","1969","4482798344590","90c98ceb-5dab-4eff-b1fc-0391aff3f3f3","1"
"153","2025-01-20 16:20:39.013521","2025-01-20 16:20:39.013521","12","1969","3526357449443392","0fad52cf-2066-4588-8cf5-56070845b919","1"
"154","2025-01-06 01:23:31.125137","2025-01-06 01:23:31.125137","12","1969","3536804102875277","e061a54a-df1f-4d15-8449-b55a4be42f1b","1"
"155","2025-01-11 01:27:44.324793","2025-01-11 01:27:44.324793","12","1969","6011380911552750","2d755eed-137e-4671-91eb-472055fc3677","1"
"156","2025-01-09 06:37:24.141027","2025-01-09 06:37:24.141027","12","1969","3591020356556461","33cd2a4c-a965-4c4b-a9ce-97fd223dcfba","1"
"157","2025-01-10 16:15:56.165340","2025-01-10 16:15:56.165340","12","1969","2552487748458194","06499d9e-0307-4c33-adc0-19d81e9698c3","1"
"158","2025-01-12 01:30:43.536097","2025-01-12 01:30:43.536097","12","1969","4914812173546842","c173c01e-09bd-41bf-bf2d-aa26da46357b","1"
"159","2025-01-02 07:02:53.905521","2025-01-02 07:02:53.905521","12","1969","4695899207351410202","66c4f8af-303c-4baf-a908-8278d8a38355","1"
"160","2025-01-19 21:12:28.853915","2025-01-19 21:12:28.853915","12","1969","213186025098070","c05076f6-b466-4f1d-bb83-0f2b836bd1e6","1"
"161","2025-01-18 04:17:01.408773","2025-01-18 04:17:01.408773","12","1969","348534891849340","6c3fa878-3081-433f-98d5-d242944fa30d","1"
"162","2025-01-08 14:23:25.849994","2025-01-08 14:23:25.849994","12","1969","6011739583605982","974fa647-0c7e-4e2b-9d32-99a06a2be58f","1"
"163","2025-01-01 02:34:43.625398","2025-01-01 02:34:43.625398","12","1969","4755122188323597","ff2d9582-a2ae-4c2f-af73-0e2511c3a20c","1"
"164","2025-01-19 07:12:06.107091","2025-01-19 07:12:06.107091","12","1969","676154304841","1ef85577-4903-4bf7-b8f3-d5f4ee730b19","1"
"165","2025-01-05 06:55:00.648657","2025-01-05 06:55:00.648657","12","1969","676384058449","cffd9f00-9db0-4748-968d-7b34b992ee64","1"
"166","2025-01-14 06:43:59.870959","2025-01-14 06:43:59.870959","12","1969","4985926698597140","f3c683eb-8220-4434-af6d-713d042dea0c","1"
"167","2025-01-12 10:02:11.371249","2025-01-12 10:02:11.371249","12","1969","575944802637","08739c48-9750-4286-9bcb-ebfa0dac5091","1"
"168","2025-01-08 23:41:15.912765","2025-01-08 23:41:15.912765","12","1969","213122229715623","18090c42-5789-4fdb-a523-1b349f103dfb","1"
"169","2025-01-05 22:39:16.208934","2025-01-05 22:39:16.208934","12","1969","2276580205836087","f5ecd40d-d63d-4edd-805b-ec0ede245e65","1"
"170","2025-01-15 02:06:37.075768","2025-01-15 02:06:37.075768","12","1969","4278134678661","5a36b5cd-e847-4e21-bb31-67cf9536cff9","1"
"171","2025-01-21 14:13:31.588454","2025-01-21 14:13:31.588454","12","1969","6011700786788561","57ab4191-17b8-4a84-a623-3a269af2430d","1"
"172","2025-01-12 00:29:43.034383","2025-01-12 00:29:43.034383","12","1969","3519548481175533","98d2aee2-1a0f-492e-8ec2-a359560647ad","1"
"173","2025-01-10 18:15:05.087570","2025-01-10 18:15:05.087570","12","1969","6011985381115431","ce5372a3-b37f-401d-8b69-81f732faf151","1"
"174","2025-01-20 00:07:59.954195","2025-01-20 00:07:59.954195","12","1969","3560710690231428","3b0fccda-3562-49f7-af03-73df416aa8a6","1"
"175","2025-01-13 16:41:04.944248","2025-01-13 16:41:04.944248","12","1969","4943418752942","2a1dabdb-1956-4101-8d2e-53d0b6e81ffb","1"
"176","2025-01-16 03:53:38.931456","2025-01-16 03:53:38.931456","12","1969","4891905048240919","7d59a489-2e2f-427a-8770-af15d902edf5","1"
"177","2025-01-21 01:41:28.469658","2025-01-21 01:41:28.469658","12","1969","4666715249174491","f4e60833-bd03-44d2-9158-fade09ccd732","1"
"178","2025-01-02 08:54:27.980096","2025-01-02 08:54:27.980096","12","1969","3598529334612025","b54e8bff-a6d4-417a-88ae-4e8bfaf1de31","1"
"179","2025-01-10 06:13:36.528192","2025-01-10 06:13:36.528192","12","1969","213136447834370","edb66fc3-243f-4265-941f-46bb4f645065","1"
"180","2025-01-06 23:59:45.382104","2025-01-06 23:59:45.382104","12","1969","3590285211945214","25c5df82-f82c-4060-80aa-491a474268b2","1"
"181","2025-01-09 20:13:58.857262","2025-01-09 20:13:58.857262","12","1969","347037549293250","db160bf8-2f17-44d3-9b4d-75cd2f3195ea","1"
